NU_INSCRICAO,NU_NOTA_MT
3de3c134579726fe4606b7a05f82ce19f00adb09,663.42365
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,402.28424
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,421.9698
520c60d32fd2af8be76abd332859b36d8ae45900,398.96262
6cb6e2310b52c2898e500f81bea938446592568b,493.49838
0193b535914e1c5a445bede11a408bf1709cd3cb,462.73956
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,551.41907
c512a461034cd90a9c5f1a32332b748041cfeba3,-0.5940728
6f77bbe0fc418131d06d15f50b30073eae680dbb,-12.031743
9b378e3937af8e97d4753cdf0c8917306354aaaf,462.6268
1c92f54a5fe563622a0e23cf116461a7e147efd8,459.65112
90facc45f7578775e3278aa0bd4fb59dad4d37c1,467.3634
563bd02a1204c85e79026a020ba5af29bce95c12,57.60506
c8062c4cc7e023996bd37b87295f5a2957ddb172,497.33975
ea7cc5987f9cc7f756d501961f64fa5769013823,-23.846737
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,603.4361
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,435.79068
1b61f7e184c7040ae4cea725153965e1f7f75308,413.98904
aea68e00d370c2a0cfd02bf868824dec427bf23a,-1.0304956
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,-2.091568
95a9c65324583892b2d1a0c1c5163488f92d4a6d,443.90094
5b7e7632cf766876026d0da6aa7c6df77bc13438,457.33563
a3be14b06b7aef01331da18e7a1678222b563151,1.8597543
92b8965cf3fb76d11e5061f26e577c23d212b9c5,0.33203116
96fd0462597b8cf21b1e918c1947106cd8359e5d,462.97156
5c1cef937c40bf8c30c119160bedde7ef679454e,664.4781
27dce80bee1eadbcd82bc7d09adb063e116870f6,-3.1818027
271a7e5b703fc3f29f6669415048a760e6355c5b,1.0690942
e39fbeab552a4b6492346d821d095c3a0d691555,455.80807
93694c58636eabfe86550e734efb3775ba4d739f,521.09784
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,749.19934
6c05e70130682975c1485a862b6e08b895650671,440.61118
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,400.0901
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,380.54984
283df09083d3c7bec2590f22355c7ba32ec88623,476.5513
40b96e97dc29dfc990656e30c1038e846b6c8ff2,3.1344886
ff362d0a648559b9146fb97ee248eb423c3d6a50,8.067259
717ae2ab18e7ba03c4f3af66500ece6580b29b71,5.273506
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,556.19196
23131f453efc29c2af9553d307692c60a3add1ae,484.16006
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,430.19635
941646a7d24ee2837d7de90ff0a736bb8f61d68c,451.25934
cd705413010e6e74f3b90ee78dbbd8b767488f0c,-3.435337
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,479.04944
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,423.5036
72882a9cffe151d94be90e02ce3967a91b628099,510.34225
cf62916c9829bd3ad05104151eee856d6de7ca1c,602.1903
6b8f4241357e65c0491cc0ef96396f811574134c,490.95825
298806ed4313157d412e860ac3ea8833d6ca6970,0.68927574
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,386.07993
4485f973590cff61be5ec78cb3032d5fdf25b809,-1.4519646
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,438.6102
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,-6.2883844
8288badec4740382dbf7c33e4095cd4db0021bf7,420.2878
5e139289eb167622f915eea3d1d6e49d15d1c873,515.1631
fc050b2c8fa3446890fe1418332352177dd34506,423.167
8f309746992f374b4c2ea88f171233a9469ba649,448.26877
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,458.94077
145b6344526f9df32f4046c8227282477c51d69f,510.2222
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,513.83655
b23775f4cd460ba687d77b058f2bc46381a0fbfe,458.54742
87c4839ae2e1f274e88e7b9644fc1e1991d10aa2,665.9166
9d2de5f93789220f3287c5b2bff6e4ca5c0f5e42,1.7528431
08b5008c1ba3ee34dcafcb332c51d485da0313f4,1.6319472
d0c56c5d1e19653aeb2c6fdf16c80ed09270dcaa,418.53918
2bf8abe8000927aeff885fdb26e82579b54bb657,484.79834
fb745761567cc26fe3b8240866c481797bc4aedf,0.6937808
dfcd80c91cf897b5a23dc36aeaeabf8137049ae0,537.2477
3ef584654da4e658ecdffb68bc4398c97f850ccf,425.2107
342a52f77f29b040bf07e9d4de7029ad604de09c,0.24795744
ea90166cae72eec871b4100ed8df997253bea84b,488.7347
0e63d5d397c72b9c9ffa3974b3ccc8c228da98ca,471.52496
39e7d2bf0be98a9698aa1369b7ca5576d392a777,443.16766
01d88812b1d865b9797b9c57ed7538527593eb1d,575.6784
879d82fe92a01214851fbeb62cd533fbc9d4ab87,488.04926
9d0302fe7230d42fc9b5b995f2133c9db7513dce,12.116936
bddbc541b26cbdc46bf0e2df980a3c8078f13cb9,424.27756
a185d42f150631e1f22e1d81f965dda9833d0bec,419.86377
c5994a51d6c24ee4360aee344cebf55bd01c39e3,512.07446
bbe2574187920d91ca67a657c5a476f92f8ac142,474.92184
8637d558542ccd4a1cd1d3ab336711edad60a966,442.66785
30fd3c461823b211ad79159256fdb3eb101deff0,441.06448
8fc264880ab920d1847cd48307d22ae465c4be14,-0.45896113
d84f79e6c625a4c581a74ac4cdee661e6a69584b,-3.2059777
fa78d232e5d879c81cfc136341b2ac1e22199a44,-3.7634282
88c22a24bf7c1f218cdd78973beb0e93d5fabbfa,418.42392
b64320a06b5488023d6db73962a0ef06cfb5c4d3,-2.6367855
4d12becc50fceaa6423313e98858cee7d438cc36,467.73743
5c55594ff65d25732d6104cf60588ae877cb6e9c,590.9187
8b1835ec3b546305fba72996c9e8b1941f6f3fd9,0.8965517
e7eda9aa4a5dd77a968c91492fe232a0ee51bafe,-4.1597133
8811c9e0834082ca3b09b556baf8674c55426155,-1.2049832
03d703acff40c67a804e3d7993f02e710af9be58,-0.44902253
